issue_id,severity,category,title,description,affected_screen_ids,affected_routes,affected_roles,affected_workspaces,evidence_screenshots,expected_behavior,actual_behavior,recommendation,priority,implementation_notes
PROVIDER-SCHOOL-CONFUSION-323,P1,provider_school_confusion,Provider/admin surface may be mixed with BNA school concepts,Provider workspace states should not look like BNA student accountability unless explicitly enabled.,PROVIDERADMIN__SHELLER__STUDENTS__ANALYSIS__LOAD__MOBILE__781,/operations?workspace=rabbi_sheller_provider&view=students&section=analysis,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__STUDENTS__ANALYSIS__LOAD__MOBILE__781.png,"UI should be clear, wired, safe, and mapped to the correct route/workspace.",Provider workspace states should not look like BNA student accountability unless explicitly enabled.,Separate provider participants/members from BNA students and keep provider program pages simpler.,P1,public/operations.html
MOBILE-USABILITY-324,P1,mobile_usability,Small mobile tap targets,7 visible controls appear smaller than comfortable tap targets.,PROVIDERADMIN__SHELLER__STUDENTS__MEETINGS__LOAD__MOBILE__782,/operations?workspace=rabbi_sheller_provider&view=students&section=meetings,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__STUDENTS__MEETINGS__LOAD__MOBILE__782.png,Mobile screen has no overflow and comfortable tap targets.,7 visible controls appear smaller than comfortable tap targets.,Normalize buttons/links/inputs to at least 40px height on mobile.,P1,public/operations.html
PROVIDER-SCHOOL-CONFUSION-325,P1,provider_school_confusion,Provider/admin surface may be mixed with BNA school concepts,Provider workspace states should not look like BNA student accountability unless explicitly enabled.,PROVIDERADMIN__SHELLER__STUDENTS__MEETINGS__LOAD__MOBILE__782,/operations?workspace=rabbi_sheller_provider&view=students&section=meetings,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__STUDENTS__MEETINGS__LOAD__MOBILE__782.png,"UI should be clear, wired, safe, and mapped to the correct route/workspace.",Provider workspace states should not look like BNA student accountability unless explicitly enabled.,Separate provider participants/members from BNA students and keep provider program pages simpler.,P1,public/operations.html
MOBILE-USABILITY-326,P1,mobile_usability,Small mobile tap targets,7 visible controls appear smaller than comfortable tap targets.,PROVIDERADMIN__SHELLER__STUDENTS__BOT_SETTINGS__LOAD__MOBILE__783,/operations?workspace=rabbi_sheller_provider&view=students&section=bot_settings,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__STUDENTS__BOT_SETTINGS__LOAD__MOBILE__783.png,Mobile screen has no overflow and comfortable tap targets.,7 visible controls appear smaller than comfortable tap targets.,Normalize buttons/links/inputs to at least 40px height on mobile.,P1,public/operations.html
PROVIDER-SCHOOL-CONFUSION-327,P1,provider_school_confusion,Provider/admin surface may be mixed with BNA school concepts,Provider workspace states should not look like BNA student accountability unless explicitly enabled.,PROVIDERADMIN__SHELLER__STUDENTS__BOT_SETTINGS__LOAD__MOBILE__783,/operations?workspace=rabbi_sheller_provider&view=students&section=bot_settings,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__STUDENTS__BOT_SETTINGS__LOAD__MOBILE__783.png,"UI should be clear, wired, safe, and mapped to the correct route/workspace.",Provider workspace states should not look like BNA student accountability unless explicitly enabled.,Separate provider participants/members from BNA students and keep provider program pages simpler.,P1,public/operations.html
MOBILE-USABILITY-328,P1,mobile_usability,Small mobile tap targets,1 visible controls appear smaller than comfortable tap targets.,PROVIDERADMIN__SHELLER__STUDENTS__ACTIVITY__LOAD__MOBILE__784,/operations?workspace=rabbi_sheller_provider&view=students&section=activity,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__STUDENTS__ACTIVITY__LOAD__MOBILE__784.png,Mobile screen has no overflow and comfortable tap targets.,1 visible controls appear smaller than comfortable tap targets.,Normalize buttons/links/inputs to at least 40px height on mobile.,P1,public/operations.html
PROVIDER-SCHOOL-CONFUSION-329,P1,provider_school_confusion,Provider/admin surface may be mixed with BNA school concepts,Provider workspace states should not look like BNA student accountability unless explicitly enabled.,PROVIDERADMIN__SHELLER__STUDENTS__ACTIVITY__LOAD__MOBILE__784,/operations?workspace=rabbi_sheller_provider&view=students&section=activity,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__STUDENTS__ACTIVITY__LOAD__MOBILE__784.png,"UI should be clear, wired, safe, and mapped to the correct route/workspace.",Provider workspace states should not look like BNA student accountability unless explicitly enabled.,Separate provider participants/members from BNA students and keep provider program pages simpler.,P1,public/operations.html
MOBILE-USABILITY-330,P1,mobile_usability,Small mobile tap targets,7 visible controls appear smaller than comfortable tap targets.,PROVIDERADMIN__SHELLER__STUDENTS__NEXT_YEAR_LOGIN__LOAD__MOBILE__785,/operations?workspace=rabbi_sheller_provider&view=students&section=next_year_login,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__STUDENTS__NEXT_YEAR_LOGIN__LOAD__MOBILE__785.png,Mobile screen has no overflow and comfortable tap targets.,7 visible controls appear smaller than comfortable tap targets.,Normalize buttons/links/inputs to at least 40px height on mobile.,P1,public/operations.html
PROVIDER-SCHOOL-CONFUSION-331,P1,provider_school_confusion,Provider/admin surface may be mixed with BNA school concepts,Provider workspace states should not look like BNA student accountability unless explicitly enabled.,PROVIDERADMIN__SHELLER__STUDENTS__NEXT_YEAR_LOGIN__LOAD__MOBILE__785,/operations?workspace=rabbi_sheller_provider&view=students&section=next_year_login,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__STUDENTS__NEXT_YEAR_LOGIN__LOAD__MOBILE__785.png,"UI should be clear, wired, safe, and mapped to the correct route/workspace.",Provider workspace states should not look like BNA student accountability unless explicitly enabled.,Separate provider participants/members from BNA students and keep provider program pages simpler.,P1,public/operations.html
MOBILE-USABILITY-332,P1,mobile_usability,Small mobile tap targets,7 visible controls appear smaller than comfortable tap targets.,PROVIDERADMIN__SHELLER__CONTACTS__OVERVIEW__LOAD__MOBILE__786,/operations?workspace=rabbi_sheller_provider&view=contacts&section=overview,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__CONTACTS__OVERVIEW__LOAD__MOBILE__786.png,Mobile screen has no overflow and comfortable tap targets.,7 visible controls appear smaller than comfortable tap targets.,Normalize buttons/links/inputs to at least 40px height on mobile.,P1,public/operations.html
MOBILE-USABILITY-333,P1,mobile_usability,Small mobile tap targets,7 visible controls appear smaller than comfortable tap targets.,PROVIDERADMIN__SHELLER__CONTACTS__INTERESTED_PARENTS__LOAD__MOBILE__787,/operations?workspace=rabbi_sheller_provider&view=contacts&section=interested_parents,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__CONTACTS__INTERESTED_PARENTS__LOAD__MOBILE__787.png,Mobile screen has no overflow and comfortable tap targets.,7 visible controls appear smaller than comfortable tap targets.,Normalize buttons/links/inputs to at least 40px height on mobile.,P1,public/operations.html
MOBILE-USABILITY-334,P1,mobile_usability,Small mobile tap targets,7 visible controls appear smaller than comfortable tap targets.,PROVIDERADMIN__SHELLER__CONTACTS__PARENTS__LOAD__MOBILE__788,/operations?workspace=rabbi_sheller_provider&view=contacts&section=parents,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__CONTACTS__PARENTS__LOAD__MOBILE__788.png,Mobile screen has no overflow and comfortable tap targets.,7 visible controls appear smaller than comfortable tap targets.,Normalize buttons/links/inputs to at least 40px height on mobile.,P1,public/operations.html
MOBILE-USABILITY-335,P1,mobile_usability,Small mobile tap targets,7 visible controls appear smaller than comfortable tap targets.,PROVIDERADMIN__SHELLER__CONTACTS__PEOPLE__LOAD__MOBILE__789,/operations?workspace=rabbi_sheller_provider&view=contacts&section=people,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__CONTACTS__PEOPLE__LOAD__MOBILE__789.png,Mobile screen has no overflow and comfortable tap targets.,7 visible controls appear smaller than comfortable tap targets.,Normalize buttons/links/inputs to at least 40px height on mobile.,P1,public/operations.html
MOBILE-USABILITY-336,P1,mobile_usability,Small mobile tap targets,7 visible controls appear smaller than comfortable tap targets.,PROVIDERADMIN__SHELLER__CONTACTS__CONTACTS__LOAD__MOBILE__790,/operations?workspace=rabbi_sheller_provider&view=contacts&section=contacts,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__CONTACTS__CONTACTS__LOAD__MOBILE__790.png,Mobile screen has no overflow and comfortable tap targets.,7 visible controls appear smaller than comfortable tap targets.,Normalize buttons/links/inputs to at least 40px height on mobile.,P1,public/operations.html
MOBILE-USABILITY-337,P1,mobile_usability,Small mobile tap targets,7 visible controls appear smaller than comfortable tap targets.,PROVIDERADMIN__SHELLER__CONTACTS__NOTES__LOAD__MOBILE__791,/operations?workspace=rabbi_sheller_provider&view=contacts&section=notes,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__CONTACTS__NOTES__LOAD__MOBILE__791.png,Mobile screen has no overflow and comfortable tap targets.,7 visible controls appear smaller than comfortable tap targets.,Normalize buttons/links/inputs to at least 40px height on mobile.,P1,public/operations.html
MOBILE-USABILITY-338,P1,mobile_usability,Small mobile tap targets,7 visible controls appear smaller than comfortable tap targets.,PROVIDERADMIN__SHELLER__CONTACTS__STUDENTS__LOAD__MOBILE__792,/operations?workspace=rabbi_sheller_provider&view=contacts&section=students,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__CONTACTS__STUDENTS__LOAD__MOBILE__792.png,Mobile screen has no overflow and comfortable tap targets.,7 visible controls appear smaller than comfortable tap targets.,Normalize buttons/links/inputs to at least 40px height on mobile.,P1,public/operations.html
PROVIDER-SCHOOL-CONFUSION-339,P1,provider_school_confusion,Provider/admin surface may be mixed with BNA school concepts,Provider workspace states should not look like BNA student accountability unless explicitly enabled.,PROVIDERADMIN__SHELLER__CONTACTS__STUDENTS__LOAD__MOBILE__792,/operations?workspace=rabbi_sheller_provider&view=contacts&section=students,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__CONTACTS__STUDENTS__LOAD__MOBILE__792.png,"UI should be clear, wired, safe, and mapped to the correct route/workspace.",Provider workspace states should not look like BNA student accountability unless explicitly enabled.,Separate provider participants/members from BNA students and keep provider program pages simpler.,P1,public/operations.html
MOBILE-USABILITY-340,P1,mobile_usability,Small mobile tap targets,7 visible controls appear smaller than comfortable tap targets.,PROVIDERADMIN__SHELLER__CONTACTS__INTAKE__LOAD__MOBILE__793,/operations?workspace=rabbi_sheller_provider&view=contacts&section=intake,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__CONTACTS__INTAKE__LOAD__MOBILE__793.png,Mobile screen has no overflow and comfortable tap targets.,7 visible controls appear smaller than comfortable tap targets.,Normalize buttons/links/inputs to at least 40px height on mobile.,P1,public/operations.html
MOBILE-USABILITY-341,P1,mobile_usability,Small mobile tap targets,7 visible controls appear smaller than comfortable tap targets.,PROVIDERADMIN__SHELLER__CONTACTS__FOLLOW_UP__LOAD__MOBILE__794,/operations?workspace=rabbi_sheller_provider&view=contacts&section=follow_up,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__CONTACTS__FOLLOW_UP__LOAD__MOBILE__794.png,Mobile screen has no overflow and comfortable tap targets.,7 visible controls appear smaller than comfortable tap targets.,Normalize buttons/links/inputs to at least 40px height on mobile.,P1,public/operations.html
MOBILE-USABILITY-342,P1,mobile_usability,Small mobile tap targets,7 visible controls appear smaller than comfortable tap targets.,PROVIDERADMIN__SHELLER__CONTACTS__TAGS__LOAD__MOBILE__795,/operations?workspace=rabbi_sheller_provider&view=contacts&section=tags,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__CONTACTS__TAGS__LOAD__MOBILE__795.png,Mobile screen has no overflow and comfortable tap targets.,7 visible controls appear smaller than comfortable tap targets.,Normalize buttons/links/inputs to at least 40px height on mobile.,P1,public/operations.html
OVERSIZED-LAYOUT-343,P1,oversized_layout,Too many visible actions,The screen exposes 50 visible actions.,PROVIDERADMIN__SHELLER__CONTENT__LIBRARY__LOAD__MOBILE__796,/operations?workspace=rabbi_sheller_provider&view=content&section=library,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__CONTENT__LIBRARY__LOAD__MOBILE__796.png,"Page is compact, scannable, and action hierarchy is clear.",The screen exposes 50 visible actions.,Keep one primary action visible and group secondary actions into action menus.,P1,public/operations.html
OVERSIZED-LAYOUT-344,P2,oversized_layout,Too many card/panel blocks,The screen has 211 card-like elements.,PROVIDERADMIN__SHELLER__CONTENT__LIBRARY__LOAD__MOBILE__796,/operations?workspace=rabbi_sheller_provider&view=content&section=library,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__CONTENT__LIBRARY__LOAD__MOBILE__796.png,"Page is compact, scannable, and action hierarchy is clear.",The screen has 211 card-like elements.,Use compact tables/lists and open details in drawers/pages.,P2,public/operations.html
MOBILE-USABILITY-345,P1,mobile_usability,Small mobile tap targets,80 visible controls appear smaller than comfortable tap targets.,PROVIDERADMIN__SHELLER__CONTENT__LIBRARY__LOAD__MOBILE__796,/operations?workspace=rabbi_sheller_provider&view=content&section=library,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/mobile/PROVIDERADMIN__SHELLER__CONTENT__LIBRARY__LOAD__MOBILE__796.png,Mobile screen has no overflow and comfortable tap targets.,80 visible controls appear smaller than comfortable tap targets.,Normalize buttons/links/inputs to at least 40px height on mobile.,P1,public/operations.html
